county,state,svi,pct_reporting,pct_onedose
Monroe County,IL,Low,97.7,70.3
Montgomery County,IL,Low-Mod,97.7,57.2
Morgan County,IL,Mod-High,97.7,60.2
Moultrie County,IL,Low-Mod,97.7,47.9
Ogle County,IL,Low-Mod,97.7,63.9
Peoria County,IL,Mod-High,97.7,68.9
Perry County,IL,Mod-High,97.7,56.5
Piatt County,IL,Low,97.7,68.6
Pike County,IL,Low-Mod,97.7,45.4
Pope County,IL,Mod-High,97.7,43
Pulaski County,IL,Mod-High,97.7,52.9
Putnam County,IL,Low,97.7,63.2
Randolph County,IL,Low-Mod,97.7,57.4
Richland County,IL,Low-Mod,97.7,52.5
Rock Island County,IL,Mod-High,97.7,74
Saline County,IL,Mod-High,97.7,55.2
Sangamon County,IL,Low-Mod,97.7,72.7
Schuyler County,IL,Low-Mod,97.7,59.7
Scott County,IL,Low,97.7,45.1
Shelby County,IL,Low,97.7,45.3
St. Clair County,IL,Mod-High,97.7,74.5
Stark County,IL,Low,97.7,58.5
Stephenson County,IL,Mod-High,97.7,68
Tazewell County,IL,Low,97.7,64.4
Union County,IL,Mod-High,97.7,63.9
Vermilion County,IL,Mod-High,97.7,51.9
Wabash County,IL,Low-Mod,97.7,57.3
Warren County,IL,Mod-High,97.7,54.8
Washington County,IL,Low,97.7,63.2
Wayne County,IL,Low-Mod,97.7,43.5
White County,IL,Low-Mod,97.7,60.1
Whiteside County,IL,Low-Mod,97.7,65.2
Will County,IL,Low,97.7,76
Williamson County,IL,Low-Mod,97.7,62.9
Winnebago County,IL,High,97.7,65.6
Woodford County,IL,Low,97.7,58.8
Adams County,IN,Mod-High,98.5,37.7
Allen County,IN,Mod-High,98.5,61
Bartholomew County,IN,Low-Mod,98.5,70.8
Benton County,IN,Low-Mod,98.5,47.1
Blackford County,IN,Low-Mod,98.5,53.7
Boone County,IN,Low,98.5,81.5
Brown County,IN,Low,98.5,60.2
Carroll County,IN,Low,98.5,42.4
Cass County,IN,Mod-High,98.5,54
Clark County,IN,Low-Mod,98.5,74
Clay County,IN,Low-Mod,98.5,64.8
Clinton County,IN,Mod-High,98.5,55.9
Crawford County,IN,Low-Mod,98.5,43.1
Daviess County,IN,Mod-High,98.5,37.5
Dearborn County,IN,Low,98.5,74.3
Decatur County,IN,Low,98.5,54.8
DeKalb County,IN,Low,98.5,48
Delaware County,IN,Mod-High,98.5,55.8
Dubois County,IN,Low,98.5,64.2
Elkhart County,IN,High,98.5,51.3
Fayette County,IN,Mod-High,98.5,46.4
Floyd County,IN,Low,98.5,66.5
Fountain County,IN,Low-Mod,98.5,54.3
Franklin County,IN,Low,98.5,45.4
Fulton County,IN,Low-Mod,98.5,46.1
Gibson County,IN,Low,98.5,53.3
Grant County,IN,Mod-High,98.5,48.6
Greene County,IN,Low-Mod,98.5,48.1
Hamilton County,IN,Low,98.5,82.5
Hancock County,IN,Low,98.5,76.4
Harrison County,IN,Low,98.5,59.8
Hendricks County,IN,Low,98.5,83.4
Henry County,IN,Low-Mod,98.5,59.1
Howard County,IN,Low-Mod,98.5,54.7
Huntington County,IN,Low,98.5,57.1
Jackson County,IN,Mod-High,98.5,61.8
Jasper County,IN,Low,98.5,54.9
Jay County,IN,Low-Mod,98.5,45.2
Jefferson County,IN,Low-Mod,98.5,63.8
Jennings County,IN,Low,98.5,47.3
Johnson County,IN,Low,98.5,69.8
Knox County,IN,Mod-High,98.5,55.8
Kosciusko County,IN,Low-Mod,98.5,46.8
LaGrange County,IN,Low-Mod,98.5,25.6
Lake County,IN,Mod-High,98.5,67.3
LaPorte County,IN,Mod-High,98.5,64.8
Lawrence County,IN,Low-Mod,98.5,56.5
Madison County,IN,Mod-High,98.5,60.1
Marion County,IN,High,98.5,68.3
Marshall County,IN,Mod-High,98.5,51.7
Martin County,IN,Low,98.5,50.5
Miami County,IN,Low-Mod,98.5,46.3
Monroe County,IN,Low-Mod,98.5,69.3
Montgomery County,IN,Low-Mod,98.5,52.5
Morgan County,IN,Low,98.5,61.9
Newton County,IN,Low-Mod,98.5,37.7
Noble County,IN,Mod-High,98.5,44.5
Ohio County,IN,Low,98.5,86.3
Orange County,IN,Low-Mod,98.5,63.6
Owen County,IN,Low-Mod,98.5,48.5
Parke County,IN,Mod-High,98.5,45.8
Perry County,IN,Low,98.5,64.8
Pike County,IN,Low,98.5,65.3
Porter County,IN,Low,98.5,65.7
Posey County,IN,Low,98.5,53.7
Pulaski County,IN,Low-Mod,98.5,51.7
Putnam County,IN,Low,98.5,48.6
Randolph County,IN,Low-Mod,98.5,53.7
Ripley County,IN,Low-Mod,98.5,55.2
Rush County,IN,Low-Mod,98.5,52.7
Scott County,IN,Mod-High,98.5,50.5
Shelby County,IN,Low,98.5,67.2
Spencer County,IN,Low,98.5,51.5
St. Joseph County,IN,Mod-High,98.5,69.4
Starke County,IN,Low-Mod,98.5,42.7
Steuben County,IN,Low,98.5,54.2
Sullivan County,IN,Mod-High,98.5,56.3
Switzerland County,IN,Mod-High,98.5,35.5
Tippecanoe County,IN,Low-Mod,98.5,67.4
Tipton County,IN,Low,98.5,51.1
Union County,IN,Low,98.5,59.1
Vanderburgh County,IN,Mod-High,98.5,66.2
Vermillion County,IN,Low-Mod,98.5,54.7
Vigo County,IN,Mod-High,98.5,57.5
Wabash County,IN,Low-Mod,98.5,47.5
Warren County,IN,Low,98.5,53.4
Warrick County,IN,Low,98.5,71.7
Washington County,IN,Low-Mod,98.5,46.3
Wayne County,IN,Mod-High,98.5,58
Wells County,IN,Low,98.5,47.8
White County,IN,Low-Mod,98.5,62.2
Whitley County,IN,Low,98.5,52.7
Adair County,IA,Low,97.3,54.6
Adams County,IA,Low,97.3,61.5
Allamakee County,IA,Low-Mod,97.3,62.5
Appanoose County,IA,Low-Mod,97.3,52.7
Audubon County,IA,Low,97.3,62
Benton County,IA,Low,97.3,64.4
Black Hawk County,IA,Mod-High,97.3,68.1
Boone County,IA,Low,97.3,71.1
Bremer County,IA,Low,97.3,65.5
Buchanan County,IA,Low,97.3,58.7
Buena Vista County,IA,Mod-High,97.3,78.4
Butler County,IA,Low,97.3,61.9
Calhoun County,IA,Low,97.3,64.7
Carroll County,IA,Low,97.3,66.5
Cass County,IA,Low,97.3,64
Cedar County,IA,Low,97.3,66.3
Cerro Gordo County,IA,Low,97.3,70.4
Cherokee County,IA,Low,97.3,58.9
Chickasaw County,IA,Low,97.3,59.7
Clarke County,IA,High,97.3,61.1
Clay County,IA,Low,97.3,58.2
Clayton County,IA,Low-Mod,97.3,53.8
Clinton County,IA,Low-Mod,97.3,62.1
Crawford County,IA,High,97.3,60.4
Dallas County,IA,Low,97.3,75.5
Davis County,IA,Low-Mod,97.3,40.4
Decatur County,IA,Low-Mod,97.3,47
Delaware County,IA,Low,97.3,59.3
Des Moines County,IA,Low-Mod,97.3,58
Dickinson County,IA,Low,97.3,67.2
Dubuque County,IA,Low,97.3,71.6
Emmet County,IA,Low-Mod,97.3,59.1
Fayette County,IA,Low,97.3,59.6
Floyd County,IA,Low,97.3,58.1
Franklin County,IA,Low-Mod,97.3,60
Fremont County,IA,Low,97.3,61.9
Greene County,IA,Low,97.3,63.6
Grundy County,IA,Low,97.3,67.4
Guthrie County,IA,Low,97.3,64.1
Hamilton County,IA,Low,97.3,70.2
Hancock County,IA,Low,97.3,54.4
Hardin County,IA,Low,97.3,60.6
Harrison County,IA,Low,97.3,61.9
Henry County,IA,Low,97.3,60.6
Howard County,IA,Low,97.3,58
Humboldt County,IA,Low,97.3,54.6
Ida County,IA,Low,97.3,54.2
Iowa County,IA,Low,97.3,68.7
Jackson County,IA,Low,97.3,57.3
Jasper County,IA,Low,97.3,64.6
Jefferson County,IA,Mod-High,97.3,54.5
Johnson County,IA,Low-Mod,97.3,85.8
Jones County,IA,Low,97.3,63.8
Keokuk County,IA,Low,97.3,51.1
Kossuth County,IA,Low,97.3,57.9
Lee County,IA,Low-Mod,97.3,58.3
Linn County,IA,Low,97.3,75.3
Louisa County,IA,Low-Mod,97.3,59.2
Lucas County,IA,Low-Mod,97.3,49.9
Lyon County,IA,Low,97.3,50.7
Madison County,IA,Low,97.3,59.6
Mahaska County,IA,Low,97.3,49.4
Marion County,IA,Low,97.3,58.7
Marshall County,IA,Mod-High,97.3,75.6
Mills County,IA,Low,97.3,68.5
Mitchell County,IA,Low,97.3,53
Monona County,IA,Low,97.3,59.7
Monroe County,IA,Low,97.3,50.3
Montgomery County,IA,Low,97.3,64.9
Muscatine County,IA,Low-Mod,97.3,68.4
O'Brien County,IA,Low-Mod,97.3,55.1
Osceola County,IA,Low,97.3,49.8
Page County,IA,Low-Mod,97.3,60
Palo Alto County,IA,Low,97.3,56
Plymouth County,IA,Low,97.3,58.3
Pocahontas County,IA,Low,97.3,58
Polk County,IA,Low-Mod,97.3,77.6
Pottawattamie County,IA,Low-Mod,97.3,69.8
Poweshiek County,IA,Low,97.3,67.6
Ringgold County,IA,Low,97.3,57.7
Sac County,IA,Low,97.3,57.7
Scott County,IA,Low-Mod,97.3,75
Shelby County,IA,Low,97.3,65.4
Sioux County,IA,Low,97.3,46.5
Story County,IA,Low-Mod,97.3,71.9
Tama County,IA,Low-Mod,97.3,69.7
Taylor County,IA,Low,97.3,51.4
Union County,IA,Low-Mod,97.3,56.8
Van Buren County,IA,Low-Mod,97.3,45.9
Wapello County,IA,High,97.3,56.9
Warren County,IA,Low,97.3,66.7
Washington County,IA,Low,97.3,63.7
Wayne County,IA,Low-Mod,97.3,46.1
Webster County,IA,Low-Mod,97.3,64.2
Winnebago County,IA,Low,97.3,58.2
Winneshiek County,IA,Low,97.3,69.6
Woodbury County,IA,Mod-High,97.3,66.6
Worth County,IA,Low,97.3,56.8
Wright County,IA,Low-Mod,97.3,63.8
Allen County,KS,Low-Mod,93.9,53.5
Anderson County,KS,Low-Mod,93.9,49.7
Atchison County,KS,Low-Mod,93.9,55.2
Barber County,KS,Mod-High,93.9,54.6
Barton County,KS,Mod-High,93.9,49.4
Bourbon County,KS,Mod-High,93.9,42.3
Brown County,KS,Low-Mod,93.9,70
Butler County,KS,Low-Mod,93.9,57.7
Chase County,KS,Low,93.9,51.7
Chautauqua County,KS,High,93.9,50.2
Cherokee County,KS,Low-Mod,93.9,57.6
Cheyenne County,KS,Low,93.9,49.9
Clark County,KS,Low,93.9,51.7
Clay County,KS,Low-Mod,93.9,68.7
Cloud County,KS,Low,93.9,55.1
Coffey County,KS,Low,93.9,60.9
Comanche County,KS,Low,93.9,51.2
Cowley County,KS,Mod-High,93.9,56.9
Crawford County,KS,High,93.9,54.9
Decatur County,KS,Low,93.9,44.6
Dickinson County,KS,Low,93.9,69.7
Doniphan County,KS,Low,93.9,57.5
Douglas County,KS,Low-Mod,93.9,75.9
Edwards County,KS,Low,93.9,53.1
Elk County,KS,Low-Mod,93.9,39.4
Ellis County,KS,Low,93.9,58.2
Ellsworth County,KS,Low,93.9,60.7
Finney County,KS,High,93.9,65
Ford County,KS,High,93.9,55.3
Franklin County,KS,Low-Mod,93.9,60.2
Geary County,KS,Mod-High,93.9,95
Gove County,KS,Low,93.9,54.7
Graham County,KS,Low-Mod,93.9,53.2
Grant County,KS,Low-Mod,93.9,54.1
Gray County,KS,Low-Mod,93.9,52.7
Greeley County,KS,Mod-High,93.9,57.1
Greenwood County,KS,Low-Mod,93.9,56.1
Hamilton County,KS,Low-Mod,93.9,49.2
Harper County,KS,Mod-High,93.9,54.5
Harvey County,KS,Mod-High,93.9,55.5
Haskell County,KS,Low-Mod,93.9,45.8
Hodgeman County,KS,Low,93.9,50.9
Jackson County,KS,Low-Mod,93.9,72.4
Jefferson County,KS,Low,93.9,62.7
Jewell County,KS,Low,93.9,51.8
Johnson County,KS,Low,93.9,95
Kearny County,KS,Low-Mod,93.9,63.9
Kingman County,KS,Low,93.9,53.7
Kiowa County,KS,Low-Mod,93.9,57.4
Labette County,KS,Mod-High,93.9,56.9
Lane County,KS,Low,93.9,46.9
Leavenworth County,KS,Low,93.9,75.4
Lincoln County,KS,Low,93.9,48.6
Linn County,KS,Low-Mod,93.9,40.9
Logan County,KS,Low,93.9,51.9
Lyon County,KS,Mod-High,93.9,66
Marion County,KS,Low,93.9,57.2
Marshall County,KS,Low,93.9,71.8
McPherson County,KS,Low,93.9,63.1
Meade County,KS,Low-Mod,93.9,47.9
Miami County,KS,Low,93.9,56.5
Mitchell County,KS,Low,93.9,56.6
Montgomery County,KS,High,93.9,54.7
Morris County,KS,Low,93.9,62.3
Morton County,KS,Mod-High,93.9,49.4
Nemaha County,KS,Low,93.9,58.9
Neosho County,KS,Mod-High,93.9,35.7
Ness County,KS,Low,93.9,59.7
Norton County,KS,Low,93.9,55.6
Osage County,KS,Low,93.9,58.2
Osborne County,KS,Low,93.9,46
Ottawa County,KS,Low,93.9,52.7
Pawnee County,KS,Low-Mod,93.9,59.1
Phillips County,KS,Low,93.9,48.1
Pottawatomie County,KS,Low,93.9,48.6
Pratt County,KS,Low-Mod,93.9,57.9
Rawlins County,KS,Low-Mod,93.9,47.2
Reno County,KS,Mod-High,93.9,56.8
Republic County,KS,Low,93.9,55.6
Rice County,KS,Low-Mod,93.9,51.2
Riley County,KS,Mod-High,93.9,46.7
Rooks County,KS,Low,93.9,53.3
Rush County,KS,Low,93.9,57.4
Russell County,KS,Low-Mod,93.9,49
Saline County,KS,Mod-High,93.9,57.7
Scott County,KS,Low-Mod,93.9,54.1
Sedgwick County,KS,Mod-High,93.9,67.7
Seward County,KS,High,93.9,65.7
Shawnee County,KS,Mod-High,93.9,73
Sheridan County,KS,Low,93.9,40.4
Sherman County,KS,Low,93.9,50.1
Smith County,KS,Low,93.9,49.6
Stafford County,KS,Low-Mod,93.9,52.6
Stanton County,KS,Mod-High,93.9,57.9
Stevens County,KS,High,93.9,46.7
Sumner County,KS,Low-Mod,93.9,50.5
Thomas County,KS,Low,93.9,46.6
Trego County,KS,Low,93.9,41.5
Wabaunsee County,KS,Low,93.9,53.5
Wallace County,KS,Low,93.9,40.4
Washington County,KS,Low,93.9,60.2
Wichita County,KS,Low-Mod,93.9,56.2
Wilson County,KS,Low-Mod,93.9,49.9
Woodson County,KS,Low,93.9,48.5
Wyandotte County,KS,High,93.9,76.3
Adair County,KY,Mod-High,94.1,45.5
Allen County,KY,Mod-High,94.1,45.8
Anderson County,KY,Low,94.1,66
Ballard County,KY,Low-Mod,94.1,44
Barren County,KY,High,94.1,53.4
Bath County,KY,Low-Mod,94.1,61.6
Bell County,KY,High,94.1,54.7
Boone County,KY,Low,94.1,74.2
Bourbon County,KY,Low-Mod,94.1,69.2
Boyd County,KY,Mod-High,94.1,59.6
Boyle County,KY,Mod-High,94.1,67.6
Bracken County,KY,Low,94.1,54
Breathitt County,KY,Mod-High,94.1,60.8
Breckinridge County,KY,Mod-High,94.1,59.9
Bullitt County,KY,Low,94.1,53.4
Butler County,KY,Mod-High,94.1,51.5
Caldwell County,KY,Mod-High,94.1,60.7
Calloway County,KY,Low-Mod,94.1,55.3
Campbell County,KY,Low,94.1,77.5
Carlisle County,KY,Low-Mod,94.1,46.7
Carroll County,KY,High,94.1,54.9
Carter County,KY,Mod-High,94.1,58
Casey County,KY,High,94.1,42.3
Christian County,KY,High,94.1,45.2
Clark County,KY,Mod-High,94.1,64.2
Clay County,KY,High,94.1,52
Clinton County,KY,High,94.1,49.4
Crittenden County,KY,Mod-High,94.1,47.2
Cumberland County,KY,Mod-High,94.1,50.3
Daviess County,KY,Mod-High,94.1,62.4
Edmonson County,KY,Low-Mod,94.1,39.4
Elliott County,KY,Low-Mod,94.1,40.8
Estill County,KY,High,94.1,59.5
Fayette County,KY,Mod-High,94.1,82.1
Fleming County,KY,Mod-High,94.1,58.6
Floyd County,KY,High,94.1,65.2
Franklin County,KY,Mod-High,94.1,71.4
Fulton County,KY,High,94.1,73.6
Gallatin County,KY,Mod-High,94.1,46.2
Garrard County,KY,Low,94.1,55.8
Grant County,KY,Low-Mod,94.1,55.4
Graves County,KY,Mod-High,94.1,53.8
Grayson County,KY,Mod-High,94.1,59.8
Green County,KY,Mod-High,94.1,48.8
Greenup County,KY,Low,94.1,64.3
Hancock County,KY,Low,94.1,69.7
Hardin County,KY,Mod-High,94.1,80.5
Harlan County,KY,High,94.1,53.8
Harrison County,KY,Low-Mod,94.1,57.5
Hart County,KY,High,94.1,41.3
Henderson County,KY,Mod-High,94.1,62.6
Henry County,KY,Mod-High,94.1,62.5
Hickman County,KY,Low-Mod,94.1,43.7
Hopkins County,KY,Mod-High,94.1,59.3
Jackson County,KY,Mod-High,94.1,42
Jefferson County,KY,Mod-High,94.1,79.7
Jessamine County,KY,Low-Mod,94.1,64.4
Johnson County,KY,Mod-High,94.1,58.3
Kenton County,KY,Low-Mod,94.1,72.8
Knott County,KY,High,94.1,54.2
Knox County,KY,High,94.1,41.9
Larue County,KY,Low-Mod,94.1,49.3
Laurel County,KY,Mod-High,94.1,46.7
Lawrence County,KY,Mod-High,94.1,56.8
Lee County,KY,High,94.1,55.8
Leslie County,KY,Mod-High,94.1,61.3
Letcher County,KY,High,94.1,59.3
Lewis County,KY,Mod-High,94.1,45.9
Lincoln County,KY,Mod-High,94.1,47.2
Livingston County,KY,Low,94.1,57.2
Logan County,KY,Low-Mod,94.1,59.5
Lyon County,KY,Low,94.1,67.6
Madison County,KY,Low-Mod,94.1,56.4
Magoffin County,KY,High,94.1,58.2
Marion County,KY,High,94.1,57.5
Marshall County,KY,Low,94.1,62.2
Martin County,KY,Mod-High,94.1,62.3
Mason County,KY,Mod-High,94.1,58.9
McCracken County,KY,Mod-High,94.1,66.6
McCreary County,KY,Mod-High,94.1,45.6
McLean County,KY,Low-Mod,94.1,57.4
Meade County,KY,Low,94.1,47.7
Menifee County,KY,Low-Mod,94.1,51.4
Mercer County,KY,Low-Mod,94.1,62.8
Metcalfe County,KY,Low-Mod,94.1,45.8
Monroe County,KY,Mod-High,94.1,52.6
Montgomery County,KY,Mod-High,94.1,54
Morgan County,KY,Mod-High,94.1,54.7
Muhlenberg County,KY,Low-Mod,94.1,58.4
Nelson County,KY,Low,94.1,61.4
Nicholas County,KY,Low-Mod,94.1,59.1
Ohio County,KY,Low-Mod,94.1,46.4
Oldham County,KY,Low,94.1,67.3
Owen County,KY,Low-Mod,94.1,43.2
Owsley County,KY,Mod-High,94.1,53.6
Pendleton County,KY,Low-Mod,94.1,50.2
Perry County,KY,Mod-High,94.1,72.3
Pike County,KY,Mod-High,94.1,60.8
Powell County,KY,Mod-High,94.1,60.7
Pulaski County,KY,Mod-High,94.1,54.4
Robertson County,KY,Low-Mod,94.1,42.6
Rockcastle County,KY,Mod-High,94.1,46.5
Rowan County,KY,Low-Mod,94.1,60.6
Russell County,KY,Mod-High,94.1,52.4
Scott County,KY,Low,94.1,65.8
Shelby County,KY,Low-Mod,94.1,55.6
Simpson County,KY,Low-Mod,94.1,59.9
Spencer County,KY,Low,94.1,36.1
Taylor County,KY,Low-Mod,94.1,55.8
Todd County,KY,High,94.1,50.8
Trigg County,KY,Low-Mod,94.1,54.8
Trimble County,KY,Mod-High,94.1,54.1
Union County,KY,Low,94.1,50
Warren County,KY,Mod-High,94.1,46.5
Washington County,KY,Low-Mod,94.1,59.3
Wayne County,KY,Mod-High,94.1,49.9
Webster County,KY,Mod-High,94.1,54.4
Whitley County,KY,Mod-High,94.1,51.9
Wolfe County,KY,High,94.1,61.7
Woodford County,KY,Low,94.1,79
Acadia Parish,LA,High,96.9,60.5
Allen Parish,LA,Mod-High,96.9,43
Ascension Parish,LA,Low-Mod,96.9,58.2
Assumption Parish,LA,High,96.9,50.5
Avoyelles Parish,LA,High,96.9,56.5
Beauregard Parish,LA,Mod-High,96.9,43.6
Bienville Parish,LA,High,96.9,59
Bossier Parish,LA,Mod-High,96.9,61.3
Caddo Parish,LA,High,96.9,58.4
Calcasieu Parish,LA,Mod-High,96.9,50.8
Caldwell Parish,LA,High,96.9,44.4
Cameron Parish,LA,Low,96.9,20.8
Catahoula Parish,LA,High,96.9,49.1
Claiborne Parish,LA,High,96.9,46.1
Concordia Parish,LA,High,96.9,55.9
De Soto Parish,LA,High,96.9,49.9
East Baton Rouge Parish,LA,High,96.9,65.2
East Carroll Parish,LA,High,96.9,54.6
East Feliciana Parish,LA,High,96.9,46.3
Evangeline Parish,LA,High,96.9,44.5
Franklin Parish,LA,High,96.9,43.4
Grant Parish,LA,Mod-High,96.9,49.9
Iberia Parish,LA,High,96.9,55
Iberville Parish,LA,High,96.9,65.6
Jackson Parish,LA,High,96.9,49.6
Jefferson Davis Parish,LA,High,96.9,42.2
Jefferson Parish,LA,High,96.9,77
La Salle Parish,LA,Mod-High,96.9,54.4
Lafayette Parish,LA,Mod-High,96.9,58.2
Lafourche Parish,LA,High,96.9,52.4
Lincoln Parish,LA,High,96.9,50.9
Livingston Parish,LA,Low-Mod,96.9,46.2
Madison Parish,LA,High,96.9,57.7
Morehouse Parish,LA,High,96.9,55.3
Natchitoches Parish,LA,High,96.9,50.4
Orleans Parish,LA,High,96.9,84.6
Ouachita Parish,LA,High,96.9,53.6
Plaquemines Parish,LA,Mod-High,96.9,81.2
Pointe Coupee Parish,LA,High,96.9,62.3
Rapides Parish,LA,High,96.9,59.7
Red River Parish,LA,High,96.9,43.1
Richland Parish,LA,High,96.9,49.2
Sabine Parish,LA,High,96.9,46.3
St. Bernard Parish,LA,High,96.9,57.5
St. Charles Parish,LA,Low-Mod,96.9,65.4
St. Helena Parish,LA,High,96.9,36.3
St. James Parish,LA,Mod-High,96.9,63
St. John the Baptist Parish,LA,Mod-High,96.9,71.4
St. Landry Parish,LA,High,96.9,49.1
St. Martin Parish,LA,Mod-High,96.9,46
St. Mary Parish,LA,High,96.9,52.9
St. Tammany Parish,LA,Low-Mod,96.9,65.2
Tangipahoa Parish,LA,High,96.9,54.3
Tensas Parish,LA,Mod-High,96.9,75.5
Terrebonne Parish,LA,High,96.9,54.4
Union Parish,LA,Mod-High,96.9,52.2
Vermilion Parish,LA,High,96.9,44.5
Vernon Parish,LA,High,96.9,69.7
Washington Parish,LA,High,96.9,48.7
Webster Parish,LA,High,96.9,49.9
West Baton Rouge Parish,LA,Mod-High,96.9,61.1
West Carroll Parish,LA,Mod-High,96.9,46.4
West Feliciana Parish,LA,Low-Mod,96.9,95
Winn Parish,LA,Mod-High,96.9,55.4
Androscoggin County,ME,Mod-High,96.2,84.2
Aroostook County,ME,Mod-High,96.2,78.7
Cumberland County,ME,Low,96.2,95
Franklin County,ME,Low-Mod,96.2,77.4
Hancock County,ME,Low,96.2,93.1
Kennebec County,ME,Low-Mod,96.2,88.1
Knox County,ME,Low,96.2,95
Lincoln County,ME,Low,96.2,95
Oxford County,ME,Low-Mod,96.2,83.3
Penobscot County,ME,Low-Mod,96.2,85.7
Piscataquis County,ME,Low-Mod,96.2,70.3
Sagadahoc County,ME,Low,96.2,94.9
Somerset County,ME,Low-Mod,96.2,72.5
Waldo County,ME,Low-Mod,96.2,86.2
Washington County,ME,Mod-High,96.2,86.8
York County,ME,Low,96.2,95
Allegany County,MD,Mod-High,98.2,64.7
Anne Arundel County,MD,Low,98.2,91.3
Baltimore city,MD,High,98.2,78
Baltimore County,MD,Mod-High,98.2,84.3
Calvert County,MD,Low,98.2,82.7
Caroline County,MD,Mod-High,98.2,64.6
Carroll County,MD,Low,98.2,82.4
Cecil County,MD,Low-Mod,98.2,74.7
Charles County,MD,Low,98.2,85.1
Dorchester County,MD,High,98.2,68.5
Frederick County,MD,Low,98.2,92.5
Garrett County,MD,Low,98.2,60.5
Harford County,MD,Low,98.2,81.1
Howard County,MD,Low,98.2,95
Kent County,MD,Low-Mod,98.2,78.2
Montgomery County,MD,Low-Mod,98.2,95
Prince George's County,MD,High,98.2,94.7
Queen Anne's County,MD,Low,98.2,78.1
Somerset County,MD,High,98.2,59.1
St. Mary's County,MD,Low-Mod,98.2,77.8
Talbot County,MD,Low,98.2,86.1
Washington County,MD,Mod-High,98.2,69.3
Wicomico County,MD,High,98.2,65.5
Worcester County,MD,Low-Mod,98.2,85.9
Barnstable County,MA,Low,N/A,N/A
Berkshire County,MA,Low-Mod,90,81.7
Bristol County,MA,Mod-High,90,87.4
Dukes County,MA,Low,N/A,N/A
Essex County,MA,Mod-High,90,95
Franklin County,MA,Low-Mod,90,94.5
Hampden County,MA,High,90,88.1
Hampshire County,MA,Low-Mod,90,90.3
Middlesex County,MA,Low-Mod,90,95
Nantucket County,MA,Low,N/A,N/A
Norfolk County,MA,Low-Mod,90,95
Plymouth County,MA,Low-Mod,90,90.9
Suffolk County,MA,High,90,95
Worcester County,MA,Low-Mod,90,94
Alcona County,MI,Low,94,60.6
Alger County,MI,Low-Mod,94,68.3
Allegan County,MI,Low,94,53.9
Alpena County,MI,Low-Mod,94,57.4
Antrim County,MI,Low,94,62.8
Arenac County,MI,Low-Mod,94,54
Baraga County,MI,Low-Mod,94,69.2
Barry County,MI,Low,94,51.3
Bay County,MI,Low-Mod,94,59.8
Benzie County,MI,Low,94,67.6
Berrien County,MI,Mod-High,94,63.4
Branch County,MI,Mod-High,94,48.6
Calhoun County,MI,Mod-High,94,54.3
Cass County,MI,Low,94,51.8
Charlevoix County,MI,Low,94,68
Cheboygan County,MI,Low-Mod,94,59.5
Chippewa County,MI,Mod-High,94,76.8
Clare County,MI,High,94,48.3
Clinton County,MI,Low,94,60
Crawford County,MI,Low-Mod,94,53.3
Delta County,MI,Low-Mod,94,66.6
Dickinson County,MI,Low,94,77.5
Eaton County,MI,Low,94,59.5
Emmet County,MI,Low,94,76.5
Genesee County,MI,Mod-High,94,53.4
Gladwin County,MI,Mod-High,94,50.2
Gogebic County,MI,Low-Mod,94,71.7
Grand Traverse County,MI,Low,94,70.9
Gratiot County,MI,Low-Mod,94,47.3
Hillsdale County,MI,Low-Mod,94,41.3
Houghton County,MI,Low-Mod,94,55.8
Huron County,MI,Low,94,56.3
Ingham County,MI,Mod-High,94,61.2
Ionia County,MI,Low-Mod,94,N/A
Iosco County,MI,Low-Mod,94,59.6
Iron County,MI,Low-Mod,94,61.3
Isabella County,MI,Mod-High,94,47.1
Jackson County,MI,Mod-High,94,N/A
Kalamazoo County,MI,Low-Mod,94,64.2
Kalkaska County,MI,Low-Mod,94,49.5
Kent County,MI,Low-Mod,94,N/A
Keweenaw County,MI,Low,94,64.2
Lake County,MI,Mod-High,94,67.4
Lapeer County,MI,Low,94,49.7
Leelanau County,MI,Low,94,89.4
Lenawee County,MI,Low-Mod,94,57.2
Livingston County,MI,Low,94,62.4
Luce County,MI,Low-Mod,94,48.5
Mackinac County,MI,Mod-High,94,84.6
Macomb County,MI,Low-Mod,94,59.1
Manistee County,MI,Low-Mod,94,62
Marquette County,MI,Low,94,68.8
Mason County,MI,Low-Mod,94,N/A
Mecosta County,MI,Mod-High,94,N/A
Menominee County,MI,Low,94,71.6
Midland County,MI,Low,94,62.3
Missaukee County,MI,Low-Mod,94,N/A
Monroe County,MI,Low,94,64.3
Montcalm County,MI,Low-Mod,94,N/A
Montmorency County,MI,Low-Mod,94,56.9
Muskegon County,MI,Mod-High,94,N/A
Newaygo County,MI,Low-Mod,94,N/A
Oakland County,MI,Low,94,71
Oceana County,MI,Mod-High,94,N/A
Ogemaw County,MI,Mod-High,94,47.5
Ontonagon County,MI,Low,94,76.9
Osceola County,MI,Mod-High,94,43.3
Oscoda County,MI,Mod-High,94,45.6
Otsego County,MI,Low-Mod,94,58.4
Ottawa County,MI,Low,94,59.9
Presque Isle County,MI,Low,94,62.6
Roscommon County,MI,Mod-High,94,59.4
Saginaw County,MI,Mod-High,94,54.6
Sanilac County,MI,Low-Mod,94,44.5
Schoolcraft County,MI,Low-Mod,94,57.8
Shiawassee County,MI,Low,94,53.2
